timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1621628511897,998,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,998,utf-8,1,0,VDICOR1W14-23,0,53
1621628512896,425,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,424,utf-8,1,0,VDICOR1W14-23,0,0
1621628513321,6124,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391677,82330,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,6048,utf-8,1,0,VDICOR1W14-23,0,46
1621628519446,337,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,337,utf-8,1,0,VDICOR1W14-23,0,37
1621628519783,320,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,320,utf-8,1,0,VDICOR1W14-23,0,37
1621628520102,454,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,453,utf-8,1,0,VDICOR1W14-23,0,0
1621628520557,369,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,369,utf-8,1,0,VDICOR1W14-23,0,50
1621628520927,4300,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391676,82330,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,4192,utf-8,1,0,VDICOR1W14-23,0,0
1621628525229,470,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9016,17194,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,465,utf-8,1,0,VDICOR1W14-23,0,42
1621628525700,284,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,284,utf-8,1,0,VDICOR1W14-23,0,38
1621628525985,288,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,288,utf-8,1,0,VDICOR1W14-23,0,42
1621628526273,422,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,421,utf-8,1,0,VDICOR1W14-23,0,0
1621628526695,3539,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391677,82330,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3436,utf-8,1,0,VDICOR1W14-23,0,46
1621628530235,325,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,324,utf-8,1,0,VDICOR1W14-23,0,49
1621628530560,220,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,219,utf-8,1,0,VDICOR1W14-23,0,34
1621628530780,404,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,403,utf-8,1,0,VDICOR1W14-23,0,0
1621628531184,316,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,1,1,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,316,utf-8,1,0,VDICOR1W14-23,0,43
1621628531895,505,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9016,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,500,utf-8,1,0,VDICOR1W14-23,0,38
1621628532401,331,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,331,utf-8,1,0,VDICOR1W14-23,0,35
1621628532733,299,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,299,utf-8,1,0,VDICOR1W14-23,0,34
1621628533033,525,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9015,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,524,utf-8,1,0,VDICOR1W14-23,0,0
1621628531500,2794,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391676,82330,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,2691,utf-8,1,0,VDICOR1W14-23,0,0
1621628534294,298,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,297,utf-8,1,0,VDICOR1W14-23,0,39
1621628534592,228,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,228,utf-8,1,0,VDICOR1W14-23,0,40
1621628534820,405,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,404,utf-8,1,0,VDICOR1W14-23,0,0
1621628535225,294,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,294,utf-8,1,0,VDICOR1W14-23,0,36
1621628533558,3554,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,391677,82330,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3450,utf-8,1,0,VDICOR1W14-23,0,39
1621628537113,469,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9016,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,463,utf-8,1,0,VDICOR1W14-23,0,43
1621628537582,355,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,355,utf-8,1,0,VDICOR1W14-23,0,89
1621628537938,355,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,354,utf-8,1,0,VDICOR1W14-23,0,43
1621628538293,482,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9015,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,481,utf-8,1,0,VDICOR1W14-23,0,0
1621628535519,4141,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391676,82330,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,4031,utf-8,1,0,VDICOR1W14-23,0,0
1621628539661,291,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,290,utf-8,1,0,VDICOR1W14-23,0,34
1621628539952,308,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,308,utf-8,1,0,VDICOR1W14-23,0,40
1621628540261,434,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,434,utf-8,1,0,VDICOR1W14-23,0,0
1621628540695,272,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,272,utf-8,1,0,VDICOR1W14-23,0,36
1621628538775,4650,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,391677,82330,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,4512,utf-8,1,0,VDICOR1W14-23,0,49
1621628543427,435,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9016,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,429,utf-8,1,0,VDICOR1W14-23,0,35
1621628543862,319,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,319,utf-8,1,0,VDICOR1W14-23,0,38
1621628544182,308,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,308,utf-8,1,0,VDICOR1W14-23,0,56
1621628540968,3574,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391676,82330,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3453,utf-8,1,0,VDICOR1W14-23,0,0
1621628544490,401,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9015,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,400,utf-8,1,0,VDICOR1W14-23,0,0
1621628544892,287,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,287,utf-8,1,0,VDICOR1W14-23,0,36
1621628545180,321,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,321,utf-8,1,0,VDICOR1W14-23,0,35
1621628545501,476,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9015,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,472,utf-8,1,0,VDICOR1W14-23,0,0
1621628545978,307,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,307,utf-8,1,0,VDICOR1W14-23,0,39
1621628544543,4587,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391677,82330,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,4380,utf-8,1,0,VDICOR1W14-23,0,34
1621628549131,481,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9016,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,474,utf-8,1,0,VDICOR1W14-23,0,35
1621628549612,332,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,331,utf-8,1,0,VDICOR1W14-23,0,56
1621628549945,295,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,294,utf-8,1,0,VDICOR1W14-23,0,39
1621628546285,4048,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,391676,82330,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3924,utf-8,1,0,VDICOR1W14-23,0,0
1621628550240,581,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,574,utf-8,1,0,VDICOR1W14-23,0,0
1621628550822,334,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,334,utf-8,1,0,VDICOR1W14-23,0,58
1621628551156,287,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,287,utf-8,1,0,VDICOR1W14-23,0,37
1621628551444,440,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,2,2,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,435,utf-8,1,0,VDICOR1W14-23,0,0
1621628551885,348,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,348,utf-8,1,0,VDICOR1W14-23,0,73
1621628551897,499,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,9016,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,493,utf-8,1,0,VDICOR1W14-23,0,38
1621628552396,312,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,312,utf-8,1,0,VDICOR1W14-23,0,41
1621628552709,406,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,406,utf-8,1,0,VDICOR1W14-23,0,40
1621628553115,433,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,425,utf-8,1,0,VDICOR1W14-23,0,0
1621628550333,3806,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,391677,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3690,utf-8,1,0,VDICOR1W14-23,0,38
1621628554139,375,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,374,utf-8,1,0,VDICOR1W14-23,0,52
1621628554514,290,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,290,utf-8,1,0,VDICOR1W14-23,0,35
1621628554805,437,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,432,utf-8,1,0,VDICOR1W14-23,0,0
1621628552233,3268,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391676,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3144,utf-8,1,0,VDICOR1W14-23,0,0
1621628555243,273,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,273,utf-8,1,0,VDICOR1W14-23,0,36
1621628555502,481,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9016,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,477,utf-8,1,0,VDICOR1W14-23,0,39
1621628555984,304,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,304,utf-8,1,0,VDICOR1W14-23,0,38
1621628556288,344,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,344,utf-8,1,0,VDICOR1W14-23,0,38
1621628553548,3371,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,391677,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3269,utf-8,1,0,VDICOR1W14-23,0,42
1621628556632,450,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,445,utf-8,1,0,VDICOR1W14-23,0,0
1621628557083,289,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,289,utf-8,1,0,VDICOR1W14-23,0,43
1621628557372,355,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,353,utf-8,1,0,VDICOR1W14-23,0,34
1621628557727,546,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,539,utf-8,1,0,VDICOR1W14-23,0,0
1621628558273,321,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,320,utf-8,1,0,VDICOR1W14-23,0,38
1621628555517,3825,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,391676,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3704,utf-8,1,0,VDICOR1W14-23,0,0
1621628559342,509,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9016,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,504,utf-8,1,0,VDICOR1W14-23,0,38
1621628559851,318,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,318,utf-8,1,0,VDICOR1W14-23,0,36
1621628560169,286,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,286,utf-8,1,0,VDICOR1W14-23,0,36
1621628560455,467,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,467,utf-8,1,0,VDICOR1W14-23,0,0
1621628556919,4636,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,391677,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,4517,utf-8,1,0,VDICOR1W14-23,0,41
1621628561555,351,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,351,utf-8,1,0,VDICOR1W14-23,0,39
1621628561906,317,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,317,utf-8,1,0,VDICOR1W14-23,0,41
1621628562224,435,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,435,utf-8,1,0,VDICOR1W14-23,0,0
1621628558594,4066,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391676,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3947,utf-8,1,0,VDICOR1W14-23,0,0
1621628562660,315,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,315,utf-8,1,0,VDICOR1W14-23,0,39
1621628562660,444,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9016,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,438,utf-8,1,0,VDICOR1W14-23,0,48
1621628563105,307,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,307,utf-8,1,0,VDICOR1W14-23,0,38
1621628563412,305,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,305,utf-8,1,0,VDICOR1W14-23,0,35
1621628563718,451,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,450,utf-8,1,0,VDICOR1W14-23,0,0
1621628560922,3513,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,391677,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3392,utf-8,1,0,VDICOR1W14-23,0,39
1621628564435,301,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,301,utf-8,1,0,VDICOR1W14-23,0,38
1621628564736,296,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,296,utf-8,1,0,VDICOR1W14-23,0,36
1621628565034,394,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,394,utf-8,1,0,VDICOR1W14-23,0,0
1621628565428,291,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,291,utf-8,1,0,VDICOR1W14-23,0,46
1621628562975,4243,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,391676,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,4083,utf-8,1,0,VDICOR1W14-23,0,0
1621628567219,481,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,9016,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,476,utf-8,1,0,VDICOR1W14-23,0,43
1621628567700,303,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,303,utf-8,1,0,VDICOR1W14-23,0,43
1621628564169,4018,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391677,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3882,utf-8,1,0,VDICOR1W14-23,0,41
1621628568003,311,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,311,utf-8,1,0,VDICOR1W14-23,0,51
1621628568314,442,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,442,utf-8,1,0,VDICOR1W14-23,0,0
1621628568757,383,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,383,utf-8,1,0,VDICOR1W14-23,0,36
1621628569140,265,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,265,utf-8,1,0,VDICOR1W14-23,0,52
1621628565719,3810,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,391676,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3702,utf-8,1,0,VDICOR1W14-23,0,0
1621628569405,462,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,462,utf-8,1,0,VDICOR1W14-23,0,0
1621628569530,393,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-2,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,393,utf-8,1,0,VDICOR1W14-23,0,41
1621628569868,533,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,9016,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,529,utf-8,1,0,VDICOR1W14-23,0,56
1621628570402,292,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,292,utf-8,1,0,VDICOR1W14-23,0,39
1621628570694,322,CONSULTA_5_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,2385,4340,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,322,utf-8,1,0,VDICOR1W14-23,0,46
1621628571016,471,CONSULTA_20_Posicoes,200,OK,LOAD 10VUs 1-1,text,true,,9015,17194,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,470,utf-8,1,0,VDICOR1W14-23,0,0
1621628568188,4084,CONSULTA_100_Posicoes,200,OK,LOAD 10VUs 1-3,text,true,,391677,82330,3,3,https://ib3api-qab.internalenv.corp/api/bacenjud/v1.0/priority-rule-engine,,3971,utf-8,1,0,VDICOR1W14-23,0,36
